
11,1
79,5
1880,85
420,25
1540,68
10633,523
171,9
217,11
1952,90
350,20
619,33
308,14
4657,222
8821,430
1052,46
1689,77
1709,80
2476,123
6729,333
12603,620
7267,356
1257,54
3222,156
778,38
2291,112
2952,145
3685,178
5047,246
5856,290
7786,377
5608,278
2755,133
3988,192
4435,210
8994,445
7364,361
19002,989
18277,947
17837,921
7066,344
13584,674
1605,73
15730,792
16450,833
13872,690
11378,564
2109,99
2174,103
16858,860
14516,726
58,3
103,6
346,18
1030,45
1386,60
3239,157
3618,176
4510,214
4635,220
14083,700
13446,666
8721,422
11294,555
15659,785
14218,712
401,23
6712,330
4099,194
4790,236
14769,744
10861,534
8040,389
18806,972
16064,812
16683,854
9846,483
6115,300
2024,95
15919,800
17481,900
13442,665
5023,245
3977,190
17516,903
16065,813
12359,607
2221,106
5465,270
15485,781
12843,629
10306,502
13024,641
18424,953
14671,732
1992,93
15968,804
8527,409
8128,397
3135,151
10238,499
13645,680
