3140,152
3135,151
3133,151
3135,151
10263,500
10244,499
10238,499
13639,677
13649,681
13644,679
13647,680
13645,680
