5000000,454993
2500000,207957
1250000,96253
625000,45309
312500,20976
156250,9784
78125,4524
39063,2156
19532,1022
9766,478
4883,239
2442,121
1221,51
611,30
306,13
153,7
77,4
39,2
20,2
11,1
115,6
96,6
79,5
1832,82
2137,101
1985,91
1909,85
1871,84
1890,85
1880,85
459,25
383,20
421,25
402,23
412,25
420,25
1527,66
1680,76
1604,72
1566,69
1547,69
1537,67
1542,69
1540,68
14649,730
12208,598
10987,537
10377,507
10682,524
10530,514
10606,520
10644,524
10625,521
10635,523
10630,523
10633,523
230,11
192,10
173,9
163,8
171,9
211,11
217,11
1947,88
1966,91
1957,91
1952,90
1950,90
1952,90
345,17
364,20
355,20
350,20
348,18
349,20
350,20
916,41
764,36
688,35
650,35
631,34
621,33
616,32
619,33
619,33
326,16
316,16
311,15
309,14
308,14
3663,176
4273,198
4578,216
4731,233
4655,221
4693,228
4674,227
4665,224
4660,224
4658,223
4657,223
4657,222
7325,358
8546,410
9156,449
8851,433
8699,417
8775,425
8813,428
8832,433
8823,431
8818,429
8821,430
8821,430
1069,46
993,44
1031,46
1052,46
1756,81
1718,81
1699,78
1690,77
1689,77
1709,80
1704,79
1709,80
3053,145
2748,132
2595,124
2519,124
2481,123
2462,123
2476,123
6104,297
6715,330
7020,343
6868,336
6792,333
6754,333
6735,333
6725,332
6730,333
6729,333
13429,663
12819,627
12514,612
12667,622
12591,617
12629,620
12610,620
12601,619
12606,620
12603,620
7173,349
7249,353
7287,356
7268,356
7259,355
7264,356
7267,356
1374,58
1298,55
1260,54
1241,53
1251,54
1257,54
3358,160
3206,155
3282,160
3244,157
3225,157
3222,156
840,39
802,39
783,38
774,37
778,38
2290,111
2366,117
2328,114
2309,114
2300,114
2295,113
2293,113
2291,112
2901,139
2977,145
2939,142
2958,145
2949,144
2954,145
2952,145
3968,188
3816,183
3740,181
3702,179
3683,177
3693,178
3685,178
5494,270
5189,252
5036,245
5113,248
5075,247
5056,247
5047,246
5799,285
5952,293
5876,290
5838,287
5857,290
5848,288
5853,290
5856,290
7936,382
7631,373
7784,376
7860,381
7822,380
7803,379
7794,379
7789,378
7787,378
7786,377
5647,278
5571,274
5609,278
5590,277
5600,278
5608,278
2825,138
2787,136
2768,135
2758,133
2753,133
2755,133
4121,194
4045,192
4007,192
3988,192
3978,190
3983,191
3988,192
4426,207
4502,213
4464,211
4445,210
4436,210
4431,209
4434,210
4435,210
9004,445
8928,439
8966,443
8985,444
8994,445
7478,367
7402,364
7364,361
7345,359
7355,361
7364,361
17091,876
18312,947
18922,980
19227,998
19075,993
18999,988
19037,993
19018,991
19009,990
19004,989
19002,989
17702,912
18007,927
18160,935
18236,941
18274,946
18293,947
18277,947
17855,921
17779,915
17817,919
17836,920
17837,921
7097,344
7059,344
7066,344
14039,697
13734,681
13582,673
13658,681
13620,674
13601,674
13584,674
1642,76
1623,76
1614,75
1609,75
1607,74
1606,73
1605,73
15870,796
15260,766
15565,781
15718,790
15794,793
15756,793
15737,793
15728,791
15733,793
15730,792
16481,837
16176,815
16329,826
16405,830
16443,831
16462,834
16453,833
16448,832
16450,833
13887,690
13811,685
13849,688
13868,690
13872,690
11598,569
11293,554
11446,565
11370,561
11408,564
11389,564
11380,564
11375,563
11378,564
11378,564
2061,96
2099,98
2118,100
2109,99
2109,99
2214,105
2176,103
2157,103
2174,103
16786,855
16939,867
16863,860
16825,857
16844,859
16854,860
16858,860
14344,717
14497,722
14573,727
14535,726
14516,726
14507,724
14512,726
14516,726
58,4
58,3
103,6
347,18
346,18
1030,45
1451,62
1413,62
1394,61
1384,59
1389,61
1386,60
3239,157
3511,168
3587,172
3625,176
3606,175
3616,176
3618,176
4540,215
4521,215
4510,214
4617,219
4636,220
4635,220
14192,709
14116,703
14078,699
14097,701
14088,701
14083,700
13506,672
13468,666
13449,666
13439,664
13444,666
13446,666
8737,422
8718,421
8728,422
8721,422
11332,559
11313,558
11303,557
11298,557
11296,556
11295,555
11294,555
15642,783
15680,786
15661,785
15652,784
15659,785
14268,714
14230,713
14211,711
14221,712
14218,712
393,21
398,23
401,23
6410,319
6563,323
6639,327
6677,328
6696,329
6712,330
4083,194
4099,194
4807,236
4769,235
4788,236
4790,236
14955,753
14802,746
14726,738
14764,742
14783,745
14774,745
14769,744
14767,744
14769,744
10835,530
10911,535
10873,535
10854,531
10864,534
10859,533
10862,534
10861,534
8241,398
8089,390
8013,387
8051,390
8032,388
8042,390
8040,389
18617,960
18770,969
18846,974
18808,972
18789,971
18799,972
18806,972
16023,806
16100,814
16062,810
16081,813
16072,813
16067,813
16065,813
16064,812
16063,812
16064,812
16634,846
16710,855
16672,853
16691,854
16683,854
10072,492
9919,485
9843,482
9881,485
9862,485
9853,484
9848,483
9846,483
6257,311
6181,304
6143,304
6124,300
6114,299
6119,300
6115,300
2023,94
2042,96
2024,95
15947,801
15909,799
15928,800
15919,800
17397,896
17550,903
17474,899
17512,902
17493,901
17484,901
17481,900
13442,665
4960,242
4998,243
5017,244
5023,245
3973,190
3977,190
17531,903
17516,903
16065,813
12361,607
12285,605
12323,607
12359,607
2252,108
2233,107
2224,107
2221,106
5342,261
5418,267
5456,269
5475,270
5465,270
15413,778
15489,781
15451,780
15470,781
15485,781
13124,646
12972,635
12896,633
12858,629
12839,629
12843,629
10225,498
10301,501
10339,505
10320,504
10311,504
10306,502
10304,502
10306,502
13048,645
13010,639
13029,642
13020,640
13025,642
13024,641
18465,953
18389,950
18427,953
18408,952
18418,953
18424,953
14688,735
14669,731
14679,734
14674,734
14672,732
14671,732
14671,732
2004,94
1995,93
1990,93
1992,93
15985,805
15966,803
15976,804
15968,804
8394,405
8470,406
8508,408
8527,410
8527,409
8165,398
8127,396
8146,398
8128,397
3130,149
3168,154
3149,152
