5000,460
2500,208
1250,93
625,47
313,23
157,12
79,10
40,4
20,4
10,4
5,1
3,1
3,1
60,7
50,6
45,6
41,5
938,66
1094,73
1172,83
1211,90
1192,86
1182,84
1187,85
1185,85
469,33
391,30
352,27
333,26
323,25
318,25
319,25
1016,72
977,72
958,70
948,70
943,68
941,67
943,68
7500,692
6250,564
5625,514
5938,541
5782,531
5704,524
5665,522
5685,523
5673,523
70,8
75,10
71,9
118,11
81,11
1202,88
1207,90
1210,90
235,18
274,20
255,19
270,20
430,33
411,32
421,33
428,33
196,15
177,15
167,14
162,13
164,14
3750,335
3125,271
2813,236
2657,218
2735,225
2696,223
2677,222
2667,221
2672,222
2675,222
4375,394
4688,422
4844,447
4766,434
4727,429
4747,433
4737,433
4732,432
4730,431
4729,430
4728,430
547,40
586,45
606,47
590,46
1133,77
1114,74
1124,76
1129,77
1133,77
1153,81
1143,79
1148,80
1145,80
1875,147
1563,119
1719,135
1641,128
1602,124
1583,122
1593,124
1591,123
3438,297
3594,319
3672,326
3711,332
3731,335
3721,335
3716,334
3714,333
3714,333
6875,623
6563,596
6719,611
6797,616
6836,621
6817,620
6807,618
6812,619
6815,620
4063,363
3907,349
3985,354
4024,359
4005,356
3995,356
3998,356
782,58
704,51
743,54
724,52
734,54
740,54
2188,175
2032,163
1954,157
1915,152
1935,155
1945,157
1944,156
508,38
489,35
499,36
504,37
506,38
1407,109
1485,112
1446,112
1427,112
1417,110
1422,112
1425,112
1797,142
1836,147
1817,146
1807,144
1812,145
1809,145
2344,192
2266,188
2227,180
2208,179
2198,178
2193,178
2191,177
2192,178
2192,178
2969,254
2891,244
2930,251
2911,249
2901,248
2896,246
2894,246
2896,246
3282,283
3360,287
3399,294
3380,293
3370,289
3375,292
3373,290
3372,290
3373,290
4219,379
4141,372
4180,377
4161,374
4171,377
4166,376
4169,377
4168,377
3204,278
3165,278
3145,274
3155,276
3160,277
3162,278
1680,131
1700,132
1710,133
1705,133
1701,133
2305,191
2325,192
2317,192
2579,217
2540,214
2520,213
2510,211
2505,210
2503,209
2504,210
4805,440
4825,443
4835,444
4840,446
4838,446
4838,445
4044,361
4034,361
4040,361
8750,846
9375,917
9688,950
9844,980
9922,991
9883,985
9903,989
9893,988
9898,989
9903,989
9532,939
9610,945
9649,949
9630,949
9620,946
9625,948
9623,948
9623,947
9454,927
9415,927
9395,921
9385,919
9390,920
9392,921
3829,344
3790,340
3810,344
3800,341
3805,343
3808,344
3806,344
7188,654
7344,675
7266,663
7305,667
7325,672
7335,674
7330,674
7331,674
1055,73
1073,73
8125,771
8438,811
8282,792
8204,780
8243,788
8263,790
8273,791
8281,792
8594,829
8672,837
8633,833
8614,831
8624,833
8626,833
7422,688
7461,691
7442,690
7432,690
7437,690
6094,552
6172,560
6211,563
6231,564
6217,564
1329,104
1290,98
1310,102
1300,100
1295,100
1293,99
1320,103
1314,103
9063,872
8907,863
8829,852
8868,857
8888,862
8878,860
8873,859
8876,860
8874,860
7813,726
7657,707
7735,712
7774,719
7794,724
7804,726
7810,726
8,2
9,3
9,3
49,6
216,17
226,18
218,18
567,42
577,45
572,45
570,44
571,45
572,45
860,62
821,62
802,62
792,61
787,61
785,59
786,61
786,60
1953,157
2190,176
2190,176
2530,214
2527,214
2662,221
2660,219
2661,220
2661,220
7579,698
7618,702
7599,701
7589,701
7584,699
7587,701
7587,700
7286,666
7276,666
7271,666
7269,665
7270,666
7271,666
4532,408
4610,415
4649,420
4669,421
4688,422
6133,557
6114,554
6124,557
6119,556
6117,555
6117,555
8224,785
8214,785
8209,782
8212,783
8213,785
8214,785
7696,709
7716,712
7706,710
7711,712
7713,712
294,22
304,23
305,23
3692,329
3702,331
3697,331
3697,330
2422,198
2383,196
2364,196
2354,194
2349,194
2353,194
2774,231
2794,235
2804,236
2808,236
7969,747
7891,735
7930,743
7950,745
7940,745
7931,744
5860,536
5821,535
5802,533
5812,535
5811,534
4297,389
4258,384
4278,386
4288,389
4283,387
4286,388
4287,389
9766,962
9805,974
9786,967
9796,970
9801,972
9799,972
9801,972
8516,823
8477,817
8458,815
8448,813
8443,812
8443,812
8849,853
8859,857
8854,855
8852,854
8851,854
5313,488
5157,473
5235,482
5274,486
5255,485
5245,484
5240,484
5237,483
3516,307
3477,302
3458,299
3468,302
3463,302
3461,300
3460,300
3460,300
1270,97
1260,95
1255,95
1260,95
8360,801
8321,798
8341,800
8331,800
8337,800
9219,889
9297,900
9258,893
9278,900
9268,898
9273,900
9278,900
7268,664
7269,665
2892,245
